Review,Positive,Negative,Neutral,Compound,Sentiment
Made me whiter than I already am and brought out my flakey skin,0.0,0.0,1.0,0.0,Neutral
Ordered based on reviews looking for a non irritating sunscreen for summer beach vacation Although it doesnt irritate my skin or eyes it absolutely does not disappear  I would never wear this in public as it looks like plain zinc  When my hubby uses it on his face stubble he has a white beard all day  I do not know how moisturising it is like the label claims  It does seem to last all day and I have to double cleanse to remove it,0.107,0.035,0.858,0.6442,Positive
I does its job Nice product,0.412,0.0,0.588,0.4215,Positive
It goes on dry and leaves a white cast on your face I even tried using it with another moisturizer No thanks,0.126,0.095,0.779,0.1779,Positive
Read the reviews and recommendations from skin doctors__  DO NOT BELIEVE ANY OF THEM  This stuff goes on like wet cement  It doesnt blend out  It just stands on the skin like a coat of white chalk  There is no rubbing the stuff in  It is one terrible product  Shame on those reviewers and especially shams on dermatologist who recommended this ,0.098,0.121,0.78,-0.3818,Negative
The first day using this sunscreen my face was white and sticky I left it on for couple of hours and it was still the same just my face wasnt as white but it was still noticeable So I said to myself ima just give it a chance So 3 days passed and this sunscreen is one of the worse products I have ever purchased The sticky feeling didnt went away and my face was pale Everyone is different but this is what I have experienced I wont ever buy this product again I gave it a 1 star because it wont let me rate it as a 0,0.042,0.041,0.918,-0.2263,Negative
My son suffers from sensitivity to the sun his skin would get red and blotchy  His doctor recommended this product and I couldnt believe how great it worked  He can actually go out in the sun without wearing long sleeves,0.041,0.145,0.815,-0.6802,Negative
I really wanted to like this product but the white cast it leaves behind is AWFUL Its really thick and hard to spread evenly across the face Ive liked other Cereve products in the past and wanted to try the face sunscreen I was hoping it matched to some of their other products but it didnt come close Highly Disappointed,0.127,0.16,0.713,-0.5272,Negative
I love the protection It not made for brown skin Unless you put a super thin layer  I use it in the backyard gardening Also great under a face mask,0.347,0.0,0.653,0.9217,Positive
It turns your skin white from all of the zinc or whatever in the sunscreen  Other than that its good,0.132,0.0,0.868,0.4404,Positive
It is a nice protection for skin from sun When  you try to blend it it looks all white and like a ghost It does not blend in with skin at all,0.153,0.066,0.78,0.4588,Positive
Works well Spreads most easily if one mixes it with an oil or lotion Without the oil or lotion to mix it does leave my skin asian a little white,0.15,0.038,0.813,0.5563,Positive
The white cast is very prominent and never fully goes away even after lots of running in The feel is meh Tacky to the touch Good sun protection high SPF But I wont be getting this again When I get a new sunscreen for my face Ill use this for my body so I doesnt go to waste,0.111,0.08,0.809,0.225,Positive
I would have given this more stars if not for the fact that I look like Ive never seen the light of day after putting this on Does it work Yes Does it do what it says it does Yes Do I look like a ghost Yes I only wear this under makeup which is fine It works well as a primer But I cant just throw this on and go out which is what I want in a sunscreen especially during the summer,0.166,0.02,0.814,0.7783,Positive
It protects you from the sun but it makes my skin feel greasy and it leaves behind on obvious white surface on your face,0.067,0.0,0.933,0.1655,Positive
Easy to over apply  Now I apply it before going to the beach  A small amount goes a long way,0.153,0.0,0.847,0.4404,Positive
I am Latina and would consider myself a coffee with milk complexion maybe even a shade darker The regular sunblocks look ridiculous on me Theres that white film that you cant seem to rub in to your skin This goes on very smoothly and feels nice,0.06,0.054,0.886,0.0772,Positive
It leaves a terrible white cast on my face I am planning to use it only on days Im staying at home,0.0,0.14,0.86,-0.4767,Negative
I typically like this brand So I trusted to buy the sunblock For my faceIve used it 2days in a row and got breakouts Pore cloggingThis sunblock is difficult to spread in Leaving your face purple well depending on your skin tone Ill stick to their lotion,0.153,0.101,0.746,0.4005,Positive
It does the job but it leaves a white layer over the skin no matter how much I rub it in feels a bit heavy,0.048,0.117,0.835,-0.3919,Negative
good sun protection but it doesnt spread nicely at allllll and irs so white my face looks bad after using it,0.07,0.283,0.647,-0.7851,Negative
Im not sure I love this product It was very hard to apply Does not spread on well like normal lotion It dries fast and then gets tacky My face felt sticky I even washed it again and started over same result Ive had it on all day and my face doesnt feel dry Feels like it took a long time to absorb I didnt try to put any makeup on top of it her either,0.084,0.11,0.806,-0.2586,Negative
Ill be honest I didnt read the mineral part I am sure this is a great product for lighter skin individuals because for dark skin people youll end up looking whitepurple looking  so thats why it has the low ratings for me,0.2,0.101,0.7,0.7003,Positive
Sun protection is good but the white color is horrible Theres no smearing it in The whiteness just sits on top of your skin,0.131,0.238,0.631,-0.6597,Negative
Love this sunscreen  Would have given a five stars if it doesnt leave a white cast,0.308,0.0,0.692,0.654,Positive
Usually love Cerave products but this one was not okay for my family It left white film on my familys skin and was a bit of an eyesore In search for another sunscreen that wont make our skin white,0.064,0.049,0.887,0.1533,Positive
I used a small amount of product and it left a thick white greasy film Looked like I was wearing a white mask and my skin is pale to begin with Had to wash off right away Im returning it as its unwearable,0.063,0.0,0.937,0.3612,Positive
If you are not damn near translucent this leave a noticeable white cast Im East African and deep brown if youre anywhere near my skin tone DO NOT BUY,0.077,0.042,0.881,0.2519,Positive
For me this is lotion is very difficult to blend in  I have to use it sparling in order for it to get absorbed  I also tried the 30spf and it blends in much better for me,0.075,0.072,0.853,0.0276,Neutral
for some reason i didnt even think twice about buying mineral sunscreen but every time i put this on i look like that one picture of mark zuckerburg surfing at the beach the dusty white layer it leaves on your face is impossible to rub in so youre left looking like youre wearing cheap foundation 10 shades too light does the job but at what cost definitely buying new sunscreen asap because this stuff just isnt it for me,0.121,0.0,0.879,0.8765,Positive
Lotion never rubbed into the skin white face thru the entire hike but it did protect my skin,0.167,0.0,0.833,0.5267,Positive
Ive tried on dry skin and right after applying aloe vera This sunscreen does not absorb well into the skin And it feels like it flakesballs up White flecks come off My face looks like a ghost when using this,0.113,0.093,0.793,0.223,Positive
Very disappointed by this I religiously use cerave face cream every AMPM so thought this would be awesome as well Its not  I cant speak to how well it protects your skin or whether itll cause breakouts because the worst thing about it is that it leaves an awful white cast behind that you cant rub in I thought based on some other reviews that I just had to wait and it would settle in and look normal again but that never happened Came back inside after hours in my yard and scared myself in the mirror from how ghoulishly pale I still looked I am already fairly pale so that was no small featSave your money  this is a complete waste I ended up buying and loving Blue Lizard sensitive skin sunscreen as a superior alternative to this I would highly recommend that brand instead as it actually blends in and protects well,0.154,0.101,0.745,0.848,Positive
I use CereVe products and was anxious to get this sunscreen  Before using I read all the instructions etc on how to apply I have spent a whole week trying to apply the sunscreen so that it would not leave my face with a white residue I could not get it to happen even when I mixed in a little of my foundation to give it a tint  In order for it not to leave a white residue I would have to use such a little amount of sunscreen that I dont think it would be ample for protection Im feel confident that it will give good protection if one doesnt care about a white residue Would not recommend for the face,0.072,0.058,0.87,0.1675,Positive
This doesnt fade well Hard to blend in Expect to look sickly pale lol,0.242,0.107,0.651,0.3142,Positive
This is the kind of sun protection that leaves a white cast across the skin Does not soak into the skin,0.0,0.0,1.0,0.0,Neutral
i still burned in the sun and i still gets some reaction on my skin due to this cream,0.0,0.0,1.0,0.0,Neutral
This sunscreen gives an awful white cast no matter how much you try to rub the product onto your face Do not buy this and save the 1213 towards a different sunscreen,0.118,0.142,0.74,-0.2263,Negative
Sooooo  this is NOT a good product for daily life If youre looking for an absorbent invisible product to wear under your makeup  On my medium light skin tone this product leaves my skin looking purplygreyish,0.0,0.066,0.934,-0.3412,Negative
The consistency is way too thick and hard to spread but is moisturizing,0.0,0.091,0.909,-0.0516,Negative
Im a pale person and this white cast is very severe,0.0,0.243,0.757,-0.4391,Negative
Im SUPER pale and this even left a terrible white cast on me It made my eyes and teeth look like mustard lol Even after rubbing it in and wiping it offDefinitely do not recommend,0.225,0.118,0.657,0.693,Positive
I like cerave products but not this one It left an icky white cast,0.127,0.0,0.873,0.1901,Positive
It leaves such a white cast it doesnt go away  Even with makeup my face looks white  WHITE,0.0,0.0,1.0,0.0,Neutral
this moisterizer  does a good job for the price  It doesnt feel greasy,0.209,0.0,0.791,0.4404,Positive
Listen I am a VERY pale person Besides being so pale this somehow gave me the WORST white cast Ive ever experienced with any sunscreen in my life Given my experience i would assume this sunscreen would definitely not work for POCIt is horrible Im shocked because Cera Ve is usually so reliable I usually use glossiers sunscreen highly recommend but i wanted to try this because its 10 less for much more product I understand why now Do not buy I will be trying return this,0.044,0.08,0.877,-0.4714,Negative
The problem is the usual with Mineral sunscreensthat whiteness that we all have to deal with Its  hard to wear,0.0,0.186,0.814,-0.4767,Negative
I put this on after my moisturizer and the white cast this caused has made me make the decision to never use it again As a black man I dont think this is for melanated folk,0.0,0.0,1.0,0.0,Neutral
I personally love cerave products but this sunscreen is hard to spread and leaves a thick paste on my skin Its good for if Im going to be in the sun but I dont like the way it looks on me personally,0.141,0.093,0.766,0.4914,Positive
Very greasy and makes your face look pale but is easy to apply moisturizing and protective,0.204,0.0,0.796,0.5927,Positive
It works and doesnt cause breakouts on me It leaves a white cast on my skin that I dont love though,0.0,0.158,0.842,-0.5216,Negative
This is ok it does leave skin with a white residue It definitely doesnt feel moisturizing and a bit hard to spread,0.209,0.111,0.681,0.5106,Positive
Make sure to put lotion on BEFORE using Putting on lotion before helps it spread evenly without giving you a pasty white face This is basic skincare info Do not let the other reviews set you back from this awesome SPF Just USE MOISTURIZER,0.192,0.04,0.768,0.8289,Positive
Im on Curology for my acne and due to my skin being weakened by the treatment I have to limit sun exposure to my face This cream won over my heart I love the smell and the feel of it Great face protectionOnly con  make sure you spread it good across your face because the cream is extremely white unless its rubbed in thoroughly,0.228,0.03,0.742,0.9423,Positive
This left a white cast all over my face no matter how little I used The white cast would seem to fade except around the nose and fine lines  then white would stick around all day Would not recommend,0.072,0.107,0.821,-0.3421,Negative
Great sunscreen but does not rub in all the way,0.221,0.0,0.779,0.3716,Positive
Hahaha I am super pale and yes I put this in a little thicker than some because I burn in the sun but come on Even makeup cant cover this Its also super drying Ill stick to Lancôme even though its way more  This is the worst,0.205,0.16,0.635,0.1531,Positive
This sunscreen provides good protectioncoverage but you will look like a ghost It is impossible to run in this sunscreen,0.215,0.122,0.663,0.3071,Positive
As we all know pretty terrible white cast Its a straight up 100 zinc oxide sunscree But its mostly emollient and feels protecting albeit because you can see and feel exactly where it is Its better for the body if you really mind the greyblue of it all,0.141,0.039,0.82,0.6542,Positive
I typically love everything Cerave makes and while this sunscreen does feel great no burning or stinging at all it does not blend in easily I have spent the last 10 minutes rubbing my face and still leaves so much white residue on my face,0.161,0.082,0.757,0.7239,Positive
Amazing but it does go on like normal sunscreen not like lotion It is thick so a little goes a long way If you want to wear this under makeup be sure to mix a moisturizer in it because its thick and heavy,0.275,0.0,0.725,0.9062,Positive
I thought it would be thin and moisturizing to be able to wear everyday while on the go  but it was super thick just like a beach sunscreen or thicker left my childrens face white with a thick layer never absorbed Not what I thought at all when I read the label This is regular sunscreen for the beach,0.142,0.0,0.858,0.8625,Positive
I dont know about sun protection but what I do know is this product is so hard to rub into your skin it leaves a white film on your face that just stays there  Ive tried using just a dab and no differenceNot a fanIve used the other Cerave sunscreen with retinol and that worked great  I had no issues except for the cost I learn my lesson I will spend a little more to get the better product,0.115,0.096,0.789,0.5575,Positive
When you first put it on its obvious and cakey but it dries very quickly into the skin and lasts all day if youre not super sweaty I use it every morning and i love it,0.138,0.1,0.762,0.3779,Positive
Listen Black and white people alike this sunscreen was not made for any of us First of it turns black people into blueberries and white people into ghosts Its very difficult to rub into skin and does not settle Ive been blue for 5 hours now I pray it comes off when I wash my face Do not spend money on this unless you need to look like a purple blueberry or a white ghost for Halloween,0.062,0.065,0.873,-0.0754,Negative
I have an olive complexion and this product has a severe white cast It is very very thick and is a bit greasy to apply As I was applying it it became evident that this would not be the product for me I put it on thinking that perhaps I could work it into the skin and it would disappear It did not I ended up leaving it on as I had no plans to go out and to see if it might absorb after a bit of time Nope All day as I would periodically check what would great me in the mirror looked like something that had failed out of psychomime school Washing it off proved to be something of a chore as wellIf youre all darker complected look elsewhere,0.05,0.076,0.874,-0.34,Negative
leave white cast hard to rub in ,0.0,0.342,0.658,-0.1531,Negative
Pros Good for people with light skin Expiration dateCons Hard to spread on the face Hard to blend in Not a good absorbent,0.111,0.199,0.689,-0.0788,Negative
I bought this to wear as a daily spf using with or without makeup I prefer mineral formations as to chemical Ive used many in the past successfully not so here I made the mistake of assuming the face in the title would be similar to others Ive used This is incredibly thick pasty chalk white paste that was very hard to spread It gathers terribly around eyebrows if you have fuller brows expect a problem I also had issues with it sitting on the skin no matter how much I tried to blend and spread it Im pretty sure it would work fine as a simple sun barrier if you dont mind the above formentioned issues Depending on the attributes you may be looking for I think this is valuable info I wouldnt recommend this at all to anyone let alone anybody looking to wear this under makeup Hopefully this helps somebody,0.123,0.11,0.767,0.4934,Positive
I tried I really did I even watched the how to video It is still terribly pasty hard to blend sticky and leaves a severe white cast Im a pale redhead so Im usually ok with sun blocks that are too white for other people Not this one The only thing I can use it for is if they want to remake the movie The Ring and they need someone to play a Japanese ghost Two stars because it does its job as a sunblock and doesnt sting your skin,0.067,0.128,0.805,-0.6845,Negative
Horrible product that will leave you with white residue all over your skin thats impossible to rub in This is especially the case if youre a person of color Avoid at all costs it will have you looking crazy,0.0,0.215,0.785,-0.8074,Negative
Not buying again Leaves extremely white residue that does NOT absorb into the skin Very disappointed,0.0,0.184,0.816,-0.5256,Negative
Since it is mineral based presumably not much danger of toxicity No smell but it does have you looking somewhat ghost like Recent information indicates ingredients in most suntan lotions can cause cancer,0.11,0.238,0.652,-0.7572,Negative
I really wanted to like this product but I had a hard time doing so When you put it on it shows up so white on your face that you cant wear it without makeup on top The problem is when you do put makeup on top it doesnt work together and rubs right off If you barely sweat the product also comes off Not waterproof either Im not exactly sure who this product would work for I guess if you are in a cool dry environment and dont mind a neon white face Dont go for the product only for the brand name I learned my lesson,0.044,0.103,0.853,-0.6744,Negative
Mongreasy a little thick White cast not as bad as other brands Okay under makeup A little medicinal smell but not terrible,0.283,0.0,0.717,0.6914,Positive
Wont be buying this again Bought it to wear daily and its far too thick and leaves you looking very Casper I also am breaking out because its so thick,0.0,0.0,1.0,0.0,Neutral
it comes out white not much needed to use  would only recommend under makeup its moisturizing though,0.135,0.0,0.865,0.3612,Positive
Its too thick for me for my face and I looked like a ghost it does the job of sun protection but I didnt like the feel to it and usually I am a fan of Cerave products,0.206,0.043,0.751,0.743,Positive
i dont know how good is covering the sun but it leaves a white coat on the face,0.0,0.102,0.898,-0.1786,Negative
Will make your face have a very white tint Doesnt blend in wel,0.0,0.0,1.0,0.0,Neutral
This doesnt absorb well and leaves a white film  on my skin,0.0,0.154,0.846,-0.2057,Negative
I was really hoping to like this and incorporate in my daily routine but it leaves a noticeable white hue on my skin I have tan skin and when I apply this it doesnt spread easily so its hard to blend in and it leaves my face looking caked I do like that its not oily I normally dont wear makeup so the white hue it leaves is very noticeable It also has a strong sunblock smell throughout the day Hours after I apply it people can still smell it on me Sorry but its a no from me,0.117,0.086,0.797,0.6372,Positive
Im not sure how this got pass quality control It leaves a HORRIBLE white caste  is very drying Look elsewhere,0.0,0.267,0.733,-0.7347,Negative
I generally love CeraVe and have used numerous products from the brand for years This SPF is not among those products Truly one of the worst wearing sunscreens Ive ever used Its thick and sits on top of the skin is very difficult to rub in and leaves a  cakey white cast even on my very pale skin Im sure the white mask it leaves protects well from the sun but Ill never know for sure because I wouldnt leave the house with this cakey mess on my face,0.149,0.114,0.737,-0.109,Negative
Leaves a heavy white cast Not great for every day use Especially for brown skins,0.0,0.202,0.798,-0.5096,Negative
leaves you looking very white if you dont rub it in a LOT and i mean a LOTTTTTTT,0.0,0.0,1.0,0.0,Neutral
Very disappointed Even though the sun protection is amazing blending this is almost impossible unless youre very pale I cant wear this without looking like a joke And I refuse to wear a little amount of this to look decent as I would be giving up on a full sun protection Ill be using this on my arms and legs Dont buy it ,0.09,0.181,0.729,-0.6359,Negative
This may be a good sunscreen as far as protection goes but I dont like it because it leaves a white layer on my face that looks terrible It doesnt absorb all the way,0.053,0.185,0.762,-0.7064,Negative
Leaves a stain that makes you look very pasty I was hoping for a blendable sunscreen I could wear everyday but this was a little bit too thick for that,0.078,0.0,0.922,0.2574,Positive
While this item may provide sun protection it does not absorb into the skin very well It leaves a white film on the face and makes me to look very pale as a result Not impressed with this product,0.06,0.064,0.876,-0.0415,Neutral
First it has a scent and not a good oneDoes not spread as well as Elta this is what I get for trying to save moneySuper thick Your face will have a WHITE flim all over it no matter how much time you spend trying to rub it inJust no,0.081,0.163,0.756,-0.5139,Negative
Its great that it has SPF50 but it leaves white cast on my face I look like Ive seen a ghost lol Giving this away,0.376,0.088,0.537,0.8641,Positive
Make no mistake  This is for serious sunblocking and yes it tends to leave a noticeable white film when its applied  When I am exercising in hot humid weather this product does not burn the eyes when I sweat and that makes it better than any of the sports sunscreens I have used,0.101,0.127,0.772,0.128,Positive
I applied this every 30 minutes on the beach Left a horrible white cast did not spread evenly and i got a HORRIBLE burn on my face so bad that my skin is swollen and i was not out from underneath my umbrella for very long Do not recommend,0.0,0.264,0.736,-0.9364,Negative
It is good a sunscreen however is no easy to spread and it leaves a white cast that is not nice,0.229,0.179,0.592,0.3111,Positive
This is awfulYou know Ive heard so much about this that I wanted to buy it but it turns out I have a dark skin tone and this product leaves a heavily white cast Like unbelievable I dont like it and I have to mixed it with something else plus it feels so dry I dont feel like its moisturizing my skin its actually pretty dry,0.141,0.077,0.782,0.6619,Positive
Live in Florida and Im out doors a lot Love this sunscreen Great value good for sensitive skin with no harsh chemicals I recommend it to all my family and friends,0.424,0.113,0.464,0.9337,Positive
Not easy to spread on the face leaves you a white cast,0.0,0.194,0.806,-0.3412,Negative
Nice texture but still leaves a white cast,0.241,0.0,0.759,0.2263,Positive
Does it turn your skin ghost white Yes Does it feel like youre wearing a rubber mask Kind of Do you feel superwell protected from the sun while youre at the beach Heck yeah,0.254,0.057,0.69,0.7906,Positive
Cerave is goat but this leaves you looking like a mime,0.265,0.0,0.735,0.5023,Positive
It leaves a whitish tiny but really good product,0.38,0.0,0.62,0.6474,Positive
This sunscreen leaves a terribly visible white tint on your skin,0.0,0.286,0.714,-0.5574,Negative
Really hard to rub into your face and has a bad white cast,0.0,0.342,0.658,-0.6361,Negative
Good protection but this specific one has very bad white cast and made my face look much more pail than the rest of me but it did do its job,0.055,0.148,0.797,-0.6416,Negative
Would not recommend to absolutely anyone especially those of darker skin tones Nothing like other CeraVe products it leaves this ghostly tint on your skin and as you can clearly see it also caused a severe allergic reaction on my face after washing it off with my usual CeraVe Face wash that is will never buy again,0.043,0.144,0.813,-0.6508,Negative
I thought Id be okay as a pale white girl with this moisturizer but holy cow this white cast is no joke Wish I had read the reviews before buying instead of trusting the overall rating Oh well Would not recommend for anyone even my fellow pasty folks,0.244,0.095,0.661,0.8193,Positive
I really enjoy this sunscreen Im really sensitive to sunscreen and often get rashes and acne but with this I dont The only think I recommend is to mix a small amount with moisturizer because it has a very WHITE tint,0.139,0.0,0.861,0.6701,Positive
So far finally a sunscreen that protects my skin from sun spots It is hard to get the white to disappear so I top it off with a bit of my makeup problem solved,0.179,0.159,0.662,0.1941,Positive
I have been using it for the past one weeks The product is very thick and has to be rubbed in completely or it leaves a pinkish film on your face,0.0,0.0,1.0,0.0,Neutral
The white cast was so intense that I had to wipe some off Not easy to spread at all and it left my skin feeling sticky,0.117,0.087,0.796,-0.0425,Neutral
White plaster on the face Immediately I dabbed a very small amount applied to face embarrassingly chalk white all over Impossible to blend I threw it out Not even worth returning Did NOT expect that for a Cera Ve product Im disgusted I thought formulas have come a long way since early 90s guess this one hasnt Time to update to a more blendable formula,0.0,0.124,0.876,-0.7761,Negative
Like the protection but I have to use oil or cream first to be able to spread it Leaves a white film otherwise,0.08,0.0,0.92,0.1901,Positive
Too thick And heavy Leaves white sheen  Not happy with it,0.0,0.231,0.769,-0.4585,Negative
This doesnt really get absorbed into the skin and now my face is considerably whiteralmost joker makeup like I am sure it is great barrier from the sun but it isnt natural looking,0.197,0.105,0.698,0.3451,Positive
I had really high hopes for this sunscreen but unfortunately was left disappointed I would suggest this for people with extremely oily skin because it is so difficult to spread across your face It left a severe white cast and caused pilling Im on top of my skin care game so I already moisturize my face and everything even with excess amount of moisturizer my skin was left feeling dry,0.124,0.18,0.696,-0.7732,Negative
It feels nice but it looks terrible The first time I applied liberally as per instructions maybe a third of a teaspoon and it looked like I was wearing white face paint I saw the other review for this product and tried again with less product but as I kept rubbing it did fade but also microexfoliated my face and sort of crumbled so it looks kind of cakey and Im still much paler Im already pretty pale but this is quite noticeable This would REALLY not work for anyone who isnt very very fair in skin tone It does feel much nicer than any other sunscreen Ive used so two stars,0.121,0.06,0.819,0.7486,Positive
Im olive skin toned and this was the hardest sunscreen to apply It wouldnt absorb into my skin I waited 3o minutes before I went outdoors and still I had a white film over my face,0.0,0.0,1.0,0.0,Neutral
Leaves behind a very thick white tint no matter how hard you try to rub it in If you put makeup over it its fine but without it it looks awful Also smells bad,0.06,0.282,0.659,-0.8779,Negative
I love this product but be careful not to put to much on Trust me when I say a little bit goes a long way Works really well Not sticky at all very smooth on skin and has a nice texture I highly recommend to buy this product,0.351,0.0,0.649,0.9608,Positive
This sunscreen does not rub into your skin very well and leaves you as white as a ghost I have fair skin and even a tiny amount left me looking ridiculously pale,0.136,0.137,0.727,-0.0018,Neutral
Product arrived with a expiration date three months away Could have gone to Grocery Outlet if I wanted dated stock,0.0,0.0,1.0,0.0,Neutral
So unfortunate Really wanted to try this but the first red flag was that the box had looked a bit beaten up and slightly opened already I had hoped maybe it was just the box that was bad but when I opened the actual product it appears there is no covering over the opening which means it has already been used,0.049,0.192,0.759,-0.8749,Negative
Leaves a white cast,0.0,0.0,1.0,0.0,Neutral
I genuinely do love this brand and what they have to offerHowever when it comes to their sunscreens i find it is not fit for all skin tonestypesI applied a small dot of the amount and it left a white castAfter a certain amount of time trying to rub it in it became sticky and stiffI do recommend a moisturizer  that has spf or one without a white cast,0.128,0.031,0.842,0.7711,Positive
Works great Its color is noticeable on the skin however,0.313,0.0,0.687,0.6249,Positive
Leaving a white cast is the only issue,0.0,0.0,1.0,0.0,Neutral
dont like how it leaves skin white,0.0,0.26,0.74,-0.2755,Negative
Goes on like paste,0.455,0.0,0.545,0.3612,Positive
A little too white for day use,0.0,0.0,1.0,0.0,Neutral
This thing dose not have hyaluronic acid as the info,0.0,0.0,1.0,0.0,Neutral
No matter how much I try to rub it in definitely makes my skin very pale with a little bit of a hue of blue to it  it looks awkward if you dont plan on putting foundation on over it,0.094,0.094,0.813,0.0,Neutral
Pros good sun protectionCons too much would leave your face with a residue sorta and doesnt spread on face easily kind of stickyNot sure if it moisturizes wellSince I use a cerave moisturizer before the sunscreenI just didnt like that it left my face even with a little sunscreen with like a white ish lookMaybe with a tinted sunscreen it would be better,0.159,0.082,0.758,0.7253,Positive
This is a great sunscreen that kept us from burning in Hawaii It makes your face a little bit white but does its job as its supposed to,0.093,0.0,0.907,0.3716,Positive
I have purchased MANY sunscreen products and cannot tell you how many say they are not greasy  this one is not ,0.0,0.0,1.0,0.0,Neutral
Why would someone design a product for the face and then said product changes the color of your face to death white and it does not go away for the whole day,0.0,0.115,0.885,-0.5994,Negative
It stays really white seems to not absorb easily,0.0,0.203,0.797,-0.2584,Negative
Feels like im spreading elmers glue on my face It stays on for a long time so thats good But I will continue my hunt for a sunscreen that is lightweight,0.129,0.0,0.871,0.429,Positive
So this makes me look like a different race It makes my face sooo light and I HAVE to put foundation on my face after because then my face is different from my overall skin tone It feels dry when putting it on and its hard to spread around my face Im young like in my 20s and my skin gets pulled to and fro when putting this on Scared it will create wrinkles,0.091,0.055,0.855,0.4215,Positive
If you want to look like this after applying the instructed amount of sunscreen feel free to spend your money on itIt was my first disappointing product from Cerave,0.201,0.091,0.708,0.4404,Positive
Fighting skin cancer on my face and neck  The sun protection is great I love the ease of application and its moisturizer has been so much help,0.339,0.17,0.492,0.7832,Positive
I put a dime size or maybe even less on and my face stayed white,0.0,0.0,1.0,0.0,Neutral
As someone who is already uh overserved with shine and whiteness this product is a dud The formula is thick and pastelike and spreads poorly If it wont blend into my pasty mug its not going to work for most folks Ill be using it for the backs of my hands prebikeride until is runs out,0.0,0.108,0.892,-0.6461,Negative
I love Cerave products but this one is horrible I expected some white cast because this is a mineral sunscreen but usually the white cast fades on me after a few minutes  I have light skin so white cast is usually this is not a problem but this one does not fade  It made me look like a ghost until I took it off eight hours or so later  Also there is a strange smell kind of like gasoline when you first put it on  It fades or I go nose blind after a few minutes but it is there whenever I use this product Ive tried three times and I think Im done  My recommendation is to skip this one until its reformulated or  unless you like the whitenosed lifeguard look all over your face,0.107,0.094,0.799,0.1991,Positive
I am 64 years old with mature somewhat dry skin  I currently use Isdin Erfotona Actinica SPF50 and really like it With winter coming I thought I would try a more hydrating sunscreen and chose this one  It will not absorb into my skin It streaks across my face,0.118,0.0,0.882,0.6801,Positive
I would not buy it again I have to mix it with lotion in order to spread it around and it still makes me look like a ghost Ive never had that issue but Its like trying to spread peanut butter in your face I do like that it doesnt cause any rashes for sensitive skin,0.142,0.028,0.829,0.765,Positive
This was one of the worst sunscreens I have ever used It felt like rubbing thick chalk lotion w sand I have normal combination skin onto my face  it looked absolutely terribly on without even putting makeup on top of it I would honestly hate  to even think or try to layer it with how chalky thick  dry this was like a sandy paste on my face I cant speak for how well it worked because I was not going out in public looking like that I really wanted to love this but ended up having to removed this w a makeup wipe because of the consistency Absolute no from me and Im very pale so the fact it was too thick  too white for me is a lot  Save your money and buy something else,0.123,0.072,0.805,0.6231,Positive
This stuff sucks I put it on and it was greasy but no cast came back to the mirror an hout later I looked like I was dead then I thought my makeup would cover it it turned my makeup yellow and my face was glowing and I am a very light skinned so tnis is a no 4 all shades of ppl,0.049,0.2,0.751,-0.8765,Negative
I have acne prone skin and this sunscreen is amazing Ive used Lancome and Clinique facial sunscreens for years and at 3x the cost I recently switched to Cerave and am very satisfied I had no issues after several uses and the price is excellent for the high quality,0.192,0.045,0.763,0.8454,Positive
This sunscreen is best for people with light skin I use it everyday My daughter is olive skinned and tan and it leaves too much chalky cast for her For me it works beautifully It protects me from the sun moisturizes my skin really well and doesnt irritate my face at all I recommend it if your skin is fair enough to handle the zink cast it is unnoticeable on me but very distracting on my darker skinned daughter,0.156,0.038,0.806,0.7289,Positive
Nice product but you end up looking a bit goth due to the whiteness of the sunscreen So good for the beach but not to wear daily unless you want to look goth,0.209,0.0,0.791,0.7677,Positive
This sunscreen did protect my face from the sun which is obviously great however it really does leave a major white cast which all other reviews state as well I honestly though that people were just being delicate but it is so thick and difficult to spread out which makes it hard to rub in the whiteness It also made my makeup start to ball up Ill wear it if Im not wearing any makeup and Im swimming or hiking and need really good protection but definitely not a daily face spf,0.16,0.097,0.743,0.6863,Positive
I wanted to love this sunscreen so much like I love my other cerave products But this product is so thick and tacky that its hard to spread and it leaves the worst white cast Ive ever seen I literally looked like a ghost after trying to massage it in for over a minute Not only that but it made my face break out in massive under the skin zits The only pro is that it does its job of protecting my skin from the sun,0.113,0.107,0.779,-0.1137,Negative
I generally like and use many ceraVe products However I have been disappointed with this It has a physical sunblock with SPF 50 which is what I was looking for however it is very thick and does not rub in It leaves a significant white cast on my face I have been using a small amount mixed in with foundation make up which seems to diminish the whiteness I will use it like this however I will not purchase again,0.088,0.04,0.871,0.4019,Positive
I had high hopes for this sunscreen but I have wasted my money It was not easy to rub in and  left a white caste on my face Had me looking like a clown Save your money and get a sunscreen that is inclusive  If I could give zero ratings I would,0.166,0.13,0.703,0.2596,Positive
It did not spread easily and I felt like I was tugging at my skin roughly Its a very drying product too,0.116,0.095,0.789,0.119,Positive
Even for a paperwhite person like myself this leaves a VERY obvious whitecast Also would not recommend for oily skin,0.121,0.102,0.776,0.1002,Positive
I was excited about this product but it made my skin look super past even after rubbing it in for minutes and letting it settle into my skin It highlights all of my dry areas instead of moisturizing them and is just generally a huge let down looks wise Im sure it protects me from the sun but Im v disappointed,0.267,0.055,0.678,0.9423,Positive
Good but didnt quite liked the fact that its hard to spread,0.123,0.31,0.567,-0.454,Negative
